parent,node,branch.length,label,isTip,x,y,branch,angle
10,1,2022,PD36814f4,TRUE,2027,4,1016,205.714285714286
12,2,1710,PD37265f,TRUE,1735,6,880,308.571428571429
12,3,2383,PD37265f2,TRUE,2408,7,1216.5,360
11,4,1814,PD37265f4,TRUE,1832,5,925,257.142857142857
13,5,1370,PD37226e4,TRUE,1389,2,704,102.857142857143
13,6,2013,PD37226e5,TRUE,2032,3,1025.5,154.285714285714
8,7,2555,PD36814f8,TRUE,2555,1,1277.5,51.4285714285714
8,8,0,,FALSE,0,2.34375,0,120.535714285714
8,9,5,84,FALSE,5,3.6875,2.5,189.642857142857
9,10,0,31,FALSE,5,4.875,5,250.714285714286
10,11,13,100,FALSE,18,5.75,11.5,295.714285714286
11,12,7,100,FALSE,25,6.5,21.5,334.285714285714
9,13,14,100,FALSE,19,2.5,12,128.571428571429
