parent,node,branch.length,label,isTip,x,y,branch,angle
11,1,2397,PD36814i,TRUE,2417,2,1218.5,90
12,2,2113,PD36814i3,TRUE,2214,3,1157.5,135
12,3,1752,PD36814i4,TRUE,1853,4,977,180
10,4,1691,PD37265i7,TRUE,1695,1,849.5,45
15,5,1957,PD37226h4,TRUE,2029,7,1050.5,315
15,6,2072,PD37226h8,TRUE,2144,8,1108,360
14,7,2198,PD37226h7,TRUE,2231,6,1132,270
13,8,1614,PD37265i2,TRUE,1626,5,819,225
9,9,0,,FALSE,0,3.875,0,174.375
9,10,4,99,FALSE,4,1.875,2,84.375
10,11,16,100,FALSE,20,2.75,12,123.75
11,12,81,100,FALSE,101,3.5,60.5,157.5
9,13,12,100,FALSE,12,5.875,6,264.375
13,14,21,100,FALSE,33,6.75,22.5,303.75
14,15,39,100,FALSE,72,7.5,52.5,337.5
