parent,node,branch.length,label,isTip,x,y,branch,angle
14,1,2749,PD36813ac15,TRUE,2785,7,1410.5,315
14,2,2773,PD36813ac18,TRUE,2809,8,1422.5,360
13,3,2691,PD36813b6,TRUE,2700,6,1354.5,270
12,4,2861,PD36813ac4,TRUE,2868,5,1437.5,225
11,5,2521,PD36813ac7,TRUE,2523,4,1262.5,180
10,6,2623,PD36813ac2,TRUE,2625,3,1313.5,135
15,7,2245,PD36813b4,TRUE,2299,1,1176.5,45
15,8,2573,PD36813b5,TRUE,2627,2,1340.5,90
9,9,0,,FALSE,0,2.734375,0,123.046875
9,10,2,83,FALSE,2,3.96875,1,178.59375
10,11,0,36,FALSE,2,4.9375,2,222.1875
11,12,5,99,FALSE,7,5.875,4.5,264.375
12,13,2,99,FALSE,9,6.75,8,303.75
13,14,27,100,FALSE,36,7.5,22.5,337.5
9,15,54,100,FALSE,54,1.5,27,67.5
