parent,node,branch.length,label,isTip,x,y,branch,angle
44,1,1069,PD44721n_lo0030,TRUE,1088,31,553.5,301.621621621622
44,2,1373,PD44721n_lo0036,TRUE,1392,32,705.5,311.351351351351
46,3,1339,PD44721n_lo0001,TRUE,1361,33,691.5,321.081081081081
46,4,1351,PD44721n_lo0002,TRUE,1373,34,697.5,330.810810810811
48,5,655,PD44721n_lo0005,TRUE,3000,36,2672.5,350.27027027027
48,6,939,PD44721n_lo0003,TRUE,3284,37,2814.5,360
47,7,2917,PD44721n_lo0010,TRUE,3288,35,1829.5,340.54054054054
49,8,1060,PD44721n_lo0031,TRUE,1094,26,564,252.972972972973
51,9,484,PD44721n_lo0033,TRUE,1236,27,994,262.702702702703
51,10,485,PD44721n_lo0032,TRUE,1237,28,994.5,272.432432432432
52,11,743,PD44721n_lo0035,TRUE,1297,29,925.5,282.162162162162
52,12,785,PD44721n_lo0034,TRUE,1339,30,946.5,291.891891891892
53,13,1248,PD44721l_lo0009,TRUE,1258,20,634,194.594594594595
55,14,143,PD44721i_lo0022,TRUE,6207,21,6135.5,204.324324324324
55,15,410,PD44721i_lo0021,TRUE,6474,22,6269,214.054054054054
57,16,41,PD44721i_lo0012,TRUE,6489,24,6468.5,233.513513513514
57,17,98,PD44721i_lo0011,TRUE,6546,25,6497,243.243243243243
56,18,575,PD44721i_lo0005,TRUE,6498,23,6210.5,223.783783783784
59,19,186,PD44721l_lo0018,TRUE,3577,13,3484,126.486486486486
59,20,241,PD44721l_lo0017,TRUE,3632,14,3511.5,136.216216216216
61,21,336,PD44721l_lo0010,TRUE,3573,17,3405,165.405405405405
62,22,218,PD44721l_lo0011,TRUE,3515,18,3406,175.135135135135
62,23,320,PD44721l_lo0012,TRUE,3617,19,3457,184.864864864865
63,24,374,PD44721l_lo0015,TRUE,3715,15,3528,145.945945945946
63,25,394,PD44721l_lo0014,TRUE,3735,16,3538,155.675675675676
67,26,61,PD44721f_lo0051,TRUE,1177,7,1146.5,68.1081081081081
67,27,79,PD44721f_lo0052,TRUE,1195,8,1155.5,77.8378378378378
66,28,1191,PD44721f_lo0053,TRUE,1239,6,643.5,58.3783783783784
69,29,1520,PD44721i_lo0003,TRUE,2768,9,2008,87.5675675675676
69,30,1821,PD44721i_lo0004,TRUE,3069,10,2158.5,97.2972972972973
70,31,1971,PD44721i_lo0002,TRUE,3046,11,2060.5,107.027027027027
70,32,1974,PD44721i_lo0001,TRUE,3049,12,2062,116.756756756757
64,33,2358,PD44721f_lo0050,TRUE,2358,5,1179,48.6486486486486
73,34,33,PD44721f_lo0043,TRUE,1150,3,1133.5,29.1891891891892
73,35,20,PD44721f_lo0045,TRUE,1137,4,1127,38.9189189189189
72,36,120,PD44721f_lo0044,TRUE,1137,2,1077,19.4594594594595
71,37,1251,PD44721f_lo0042,TRUE,1273,1,647.5,9.72972972972973
38,38,0,,FALSE,0,7.740234375,0,75.3103885135135
38,39,0,34,FALSE,0,13.60546875,0,132.377533783784
39,40,1,51,FALSE,1,20.3984375,0.5,198.471283783784
40,41,0,9,FALSE,1,25.734375,1,250.388513513514
41,42,0,12,FALSE,1,30.15625,1,293.412162162162
42,43,14,100,FALSE,15,33.0625,8,321.689189189189
43,44,4,100,FALSE,19,31.5,17,306.486486486487
43,45,0,37,FALSE,15,34.625,15,336.891891891892
45,46,7,100,FALSE,22,33.5,18.5,325.945945945946
45,47,356,100,FALSE,371,35.75,193,347.837837837838
47,48,1974,100,FALSE,2345,36.5,1358,355.135135135135
42,49,33,100,FALSE,34,27.25,17.5,265.135135135135
49,50,14,100,FALSE,48,28.5,41,277.297297297297
50,51,704,100,FALSE,752,27.5,400,267.567567567568
50,52,506,100,FALSE,554,29.5,301,287.027027027027
41,53,9,99,FALSE,10,21.3125,5.5,207.364864864865
53,54,4465,100,FALSE,4475,22.625,2242.5,220.135135135135
54,55,1589,100,FALSE,6064,21.5,5269.5,209.189189189189
54,56,1448,100,FALSE,5923,23.75,5199,231.081081081081
56,57,525,100,FALSE,6448,24.5,6185.5,238.378378378378
40,58,1611,100,FALSE,1612,15.0625,806.5,146.554054054054
58,59,1779,100,FALSE,3391,13.5,2501.5,131.351351351351
58,60,63,100,FALSE,1675,16.625,1643.5,161.756756756757
60,61,1562,100,FALSE,3237,17.75,2456,172.702702702703
61,62,60,100,FALSE,3297,18.5,3267,180
60,63,1666,100,FALSE,3341,15.5,2508,150.810810810811
39,64,0,19,FALSE,0,6.8125,0,66.2837837837838
64,65,2,97,FALSE,2,8.625,1,83.9189189189189
65,66,46,100,FALSE,48,6.75,25,65.6756756756757
66,67,1068,100,FALSE,1116,7.5,582,72.972972972973
65,68,822,100,FALSE,824,10.5,413,102.162162162162
68,69,424,100,FALSE,1248,9.5,1036,92.4324324324324
68,70,251,100,FALSE,1075,11.5,949.5,111.891891891892
38,71,22,100,FALSE,22,1.875,11,18.2432432432432
71,72,995,100,FALSE,1017,2.75,519.5,26.7567567567568
72,73,100,99,FALSE,1117,3.5,1067,34.0540540540541
