parent,node,branch.length,label,isTip,x,y,branch,angle
128,1,965,PD42778g_lo0016,TRUE,1545,113,1062.5,356.842105263158
128,2,1006,PD42778g_lo0017,TRUE,1586,114,1083,360
127,3,1875,PD42778g_lo0015,TRUE,1932,112,994.5,353.684210526316
129,4,1459,PD42778g_lo0013,TRUE,1694,110,964.5,347.368421052632
129,5,1657,PD42778g_lo0014,TRUE,1892,111,1063.5,350.526315789474
125,6,2208,PD42778g_lo0018,TRUE,2253,109,1149,344.21052631579
130,7,1371,PD42778g_lo0012,TRUE,1776,107,1090.5,337.894736842105
130,8,1726,PD42778g_lo0011,TRUE,2131,108,1268,341.052631578947
123,9,2190,PD42778g_lo0019,TRUE,2216,106,1121,334.736842105263
131,10,702,PD42778d_lo0172,TRUE,2411,104,2060,328.421052631579
131,11,967,PD42778d_lo0173,TRUE,2676,105,2192.5,331.578947368421
133,12,1909,PD42778f_lo0068,TRUE,1914,101,959.5,318.947368421053
134,13,109,PD42778d_lo0141,TRUE,3394,102,3339.5,322.105263157895
134,14,180,PD42778d_lo0140,TRUE,3465,103,3375,325.263157894737
135,15,2077,PD42778d_lo0161,TRUE,2318,99,1279.5,312.631578947368
135,16,2516,PD42778d_lo0160,TRUE,2757,100,1499,315.78947368421
137,17,2,PD42778e_lo0019,TRUE,1599,97,1598,306.315789473684
137,18,74,PD42778e_lo0017,TRUE,1671,98,1634,309.473684210526
136,19,128,PD42778e_lo0018,TRUE,1687,96,1623,303.157894736842
140,20,1560,PD42778e_lo0020,TRUE,1611,81,831,255.789473684211
140,21,1690,PD42778e_lo0021,TRUE,1741,82,896,258.947368421053
139,22,1629,PD42778e_lo0016,TRUE,1657,80,842.5,252.631578947368
142,23,1438,PD42778e_lo0054,TRUE,1813,83,1094,262.105263157895
143,24,193,PD42778e_lo0056,TRUE,1876,84,1779.5,265.263157894737
143,25,227,PD42778e_lo0055,TRUE,1910,85,1796.5,268.421052631579
146,26,1786,PD42778f_lo0057,TRUE,1823,87,930,274.736842105263
147,27,62,PD42778f_lo0048,TRUE,3244,88,3213,277.894736842105
147,28,149,PD42778f_lo0049,TRUE,3331,89,3256.5,281.052631578947
145,29,2298,PD42778f_lo0055,TRUE,2334,86,1185,271.578947368421
149,30,2256,PD42778j_lo0004,TRUE,4364,90,3236,284.21052631579
149,31,3667,PD42778j_lo0005,TRUE,5775,91,3941.5,287.368421052632
152,32,77,PD42778j_lo0001,TRUE,5779,94,5740.5,296.842105263158
152,33,103,PD42778j_lo0002,TRUE,5805,95,5753.5,300
151,34,234,PD42778j_lo0003,TRUE,5829,93,5712,293.684210526316
150,35,1898,PD42778j_lo0012,TRUE,6036,92,5087,290.526315789474
159,36,56,PD42778f_lo0080,TRUE,1566,78,1538,246.315789473684
159,37,112,PD42778f_lo0078,TRUE,1622,79,1566,249.473684210526
158,38,364,PD42778f_lo0079,TRUE,1627,77,1445,243.157894736842
157,39,1847,PD42778f_lo0077,TRUE,1915,76,991.5,240
156,40,1858,PD42778d_lo0104,TRUE,1873,75,944,236.842105263158
161,41,1462,PD42778g_lo0010,TRUE,1568,73,837,230.526315789474
161,42,1454,PD42778g_lo0008,TRUE,1560,74,833,233.684210526316
160,43,1640,PD42778g_lo0009,TRUE,1672,72,852,227.368421052632
163,44,722,PD42778c_lo0045,TRUE,1672,68,1311,214.736842105263
165,45,36,PD42778c_lo0043,TRUE,1724,70,1706,221.052631578947
165,46,14,PD42778c_lo0044,TRUE,1702,71,1695,224.210526315789
164,47,151,PD42778c_lo0042,TRUE,1758,69,1682.5,217.894736842105
166,48,1603,PD42778e_lo0072,TRUE,1751,66,949.5,208.421052631579
166,49,1632,PD42778e_lo0077,TRUE,1780,67,964,211.578947368421
168,50,1759,PD42778f_lo0083,TRUE,1807,55,927.5,173.684210526316
168,51,1897,PD42778f_lo0081,TRUE,1945,56,996.5,176.842105263158
171,52,13,PD42778e_lo0076,TRUE,2041,58,2034.5,183.157894736842
172,53,59,PD42778e_lo0074,TRUE,2103,59,2073.5,186.315789473684
172,54,122,PD42778e_lo0075,TRUE,2166,60,2105,189.473684210526
170,55,308,PD42778e_lo0073,TRUE,2261,57,2107,180
176,56,250,PD42778h_lo0002,TRUE,14500,64,14375,202.105263157895
176,57,358,PD42778h_lo0001,TRUE,14608,65,14429,205.263157894737
175,58,445,PD42778h_lo0003,TRUE,14538,63,14315.5,198.947368421053
174,59,2499,PD42778h_lo0019,TRUE,14977,62,13727.5,195.789473684211
173,60,6549,PD42778h_lo0017,TRUE,18746,61,15471.5,192.631578947368
178,61,1638,PD42778e_lo0065,TRUE,1666,45,847,142.105263157895
178,62,1725,PD42778c_lo0046,TRUE,1753,46,890.5,145.263157894737
181,63,421,PD42778c_lo0050,TRUE,2139,51,1928.5,161.052631578947
183,64,88,PD42778c_lo0049,TRUE,2185,53,2141,167.368421052632
183,65,89,PD42778c_lo0048,TRUE,2186,54,2141.5,170.526315789474
182,66,51,PD42778c_lo0047,TRUE,2137,52,2111.5,164.210526315789
184,67,436,PD42778e_lo0062,TRUE,2218,49,2000,154.736842105263
184,68,468,PD42778e_lo0063,TRUE,2250,50,2016,157.894736842105
185,69,557,PD42778e_lo0066,TRUE,2427,47,2148.5,148.421052631579
185,70,719,PD42778e_lo0067,TRUE,2589,48,2229.5,151.578947368421
190,71,1577,PD42778d_lo0056,TRUE,1628,32,839.5,101.052631578947
191,72,1155,PD42778d_lo0054,TRUE,2450,33,1872.5,104.210526315789
191,73,1233,PD42778d_lo0055,TRUE,2528,34,1911.5,107.368421052632
192,74,1777,PD42778d_lo0084,TRUE,1813,30,924.5,94.7368421052632
192,75,1788,PD42778d_lo0057,TRUE,1824,31,930,97.8947368421053
193,76,1741,PD42778d_lo0075,TRUE,1780,35,909.5,110.526315789474
198,77,48,PD42778d_lo0050,TRUE,2222,43,2198,135.789473684211
198,78,73,PD42778d_lo0079,TRUE,2247,44,2210.5,138.947368421053
197,79,664,PD42778d_lo0078,TRUE,2471,42,2139,132.631578947368
199,80,65,PD42778d_lo0051,TRUE,2203,40,2170.5,126.315789473684
199,81,230,PD42778d_lo0049,TRUE,2368,41,2253,129.473684210526
200,82,322,PD42778d_lo0082,TRUE,2185,37,2024,116.842105263158
201,83,149,PD42778d_lo0081,TRUE,2284,38,2209.5,120
201,84,8,PD42778d_lo0083,TRUE,2143,39,2139,123.157894736842
194,85,2090,PD42778d_lo0080,TRUE,2327,36,1282,113.684210526316
203,86,1603,PD42778e_lo0057,TRUE,1647,24,845.5,75.7894736842105
203,87,1843,PD42778e_lo0053,TRUE,1887,25,965.5,78.9473684210526
204,88,773,PD42778e_lo0049,TRUE,1811,26,1424.5,82.1052631578947
205,89,250,PD42778e_lo0050,TRUE,1923,27,1798,85.2631578947368
206,90,20,PD42778e_lo0051,TRUE,2045,28,2035,88.421052631579
206,91,5,PD42778e_lo0052,TRUE,2030,29,2027.5,91.578947368421
208,92,1728,PD42778d_lo0003,TRUE,1751,16,887,50.5263157894737
208,93,2312,PD42778d_lo0108,TRUE,2335,17,1179,53.6842105263158
209,94,1989,PD42778d_lo0004,TRUE,1989,18,994.5,56.8421052631579
212,95,513,PD42778d_lo0013,TRUE,9331,22,9074.5,69.4736842105263
212,96,638,PD42778d_lo0014,TRUE,9456,23,9137,72.6315789473684
211,97,3911,PD42778d_lo0024,TRUE,9844,21,7888.5,66.3157894736842
213,98,526,PD42778d_lo0025,TRUE,9414,19,9151,60
213,99,569,PD42778d_lo0026,TRUE,9457,20,9172.5,63.1578947368421
218,100,1409,PD42778c_lo0004,TRUE,1491,8,786.5,25.2631578947368
219,101,1473,PD42778c_lo0006,TRUE,1735,9,998.5,28.421052631579
219,102,1483,PD42778c_lo0005,TRUE,1745,10,1003.5,31.5789473684211
217,103,1549,PD42778c_lo0003,TRUE,1596,7,821.5,22.1052631578947
216,104,2009,PD42778c_lo0007,TRUE,2035,6,1030.5,18.9473684210526
221,105,1850,PD42778d_lo0036,TRUE,1875,11,950,34.7368421052632
221,106,1861,PD42778d_lo0035,TRUE,1886,12,955.5,37.8947368421053
222,107,764,PD42778d_lo0097,TRUE,1878,13,1496,41.0526315789474
223,108,699,PD42778d_lo0098,TRUE,1899,14,1549.5,44.2105263157895
223,109,829,PD42778d_lo0101,TRUE,2029,15,1614.5,47.3684210526316
225,110,1571,PD42778f_lo0018,TRUE,1609,3,823.5,9.47368421052632
226,111,1655,PD42778f_lo0016,TRUE,1793,4,965.5,12.6315789473684
