parent,node,branch.length,label,isTip,x,y,branch,angle
47,1,45,PD44720g_lo0011,TRUE,368,24,345.5,216
47,2,27,PD44720g_lo0010,TRUE,350,25,336.5,225
49,3,83,PD44720i_lo0022,TRUE,1686,27,1644.5,243
49,4,94,PD44720i_lo0021,TRUE,1697,28,1650,252
48,5,733,PD44720i_lo0023,TRUE,1822,26,1455.5,234
53,6,389,PD44720g_lo0041,TRUE,422,33,227.5,297
53,7,585,PD44720g_lo0042,TRUE,618,34,325.5,306
54,8,404,PD44720g_lo0039,TRUE,880,35,678,315
54,9,462,PD44720g_lo0040,TRUE,938,36,707,324
56,10,662,PD44720g_lo0038,TRUE,696,37,365,333
56,11,749,PD44720g_lo0037,TRUE,783,38,408.5,342
57,12,719,PD44720g_lo0035,TRUE,762,39,402.5,351
57,13,761,PD44720g_lo0036,TRUE,804,40,423.5,360
59,14,245,PD44720g_lo0045,TRUE,573,29,450.5,261
59,15,342,PD44720g_lo0046,TRUE,670,30,499,270
60,16,663,PD44720g_lo0044,TRUE,719,31,387.5,279
60,17,724,PD44720g_lo0043,TRUE,780,32,418,288
62,18,159,PD44720i_lo0006,TRUE,357,22,277.5,198
62,19,429,PD44720i_lo0007,TRUE,627,23,412.5,207
61,20,766,PD44720i_lo0010,TRUE,803,21,420,189
64,21,1574,PD44720k_lo0001,TRUE,2063,19,1276,171
64,22,1635,PD44720k_lo0010,TRUE,2124,20,1306.5,180
63,23,1743,PD44720k_lo0002,TRUE,2137,18,1265.5,162
67,24,71,PD44720c_lo0070,TRUE,572,9,536.5,81
67,25,178,PD44720c_lo0069,TRUE,679,10,590,90
68,26,417,PD44720c_lo0071,TRUE,685,11,476.5,99
68,27,399,PD44720c_lo0033,TRUE,667,12,467.5,108
70,28,593,PD44720c_lo0034,TRUE,663,13,366.5,117
70,29,655,PD44720c_lo0072,TRUE,725,14,397.5,126
72,30,675,PD44720c_lo0068,TRUE,775,16,437.5,144
72,31,772,PD44720c_lo0032,TRUE,872,17,486,153
71,32,855,PD44720c_lo0030,TRUE,891,15,463.5,135
76,33,582,PD44720c_lo0035,TRUE,619,3,328,27
76,34,817,PD44720c_lo0074,TRUE,854,4,445.5,36
75,35,952,PD44720c_lo0003,TRUE,983,2,507,18
74,36,768,PD44720c_lo0036,TRUE,788,1,404,9
78,37,643,PD44720c_lo0007,TRUE,726,6,404.5,54
79,38,414,PD44720c_lo0014,TRUE,1401,7,1194,63
79,39,450,PD44720c_lo0015,TRUE,1437,8,1212,72
77,40,754,PD44720c_lo0073,TRUE,808,5,431,45
41,41,0,,FALSE,0,10.62890625,0,95.66015625
41,42,0,10,FALSE,0,17.3828125,0,156.4453125
42,43,0,3,FALSE,0,22.203125,0,199.828125
43,44,0,3,FALSE,0,25.65625,0,230.90625
44,45,0,4,FALSE,0,29.5625,0,266.0625
45,46,0,10,FALSE,0,25.625,0,230.625
46,47,323,100,FALSE,323,24.5,161.5,220.5
46,48,1089,100,FALSE,1089,26.75,544.5,240.75
48,49,514,100,FALSE,1603,27.5,1346,247.5
45,50,22,100,FALSE,22,33.5,11,301.5
50,51,2,100,FALSE,24,36.5,23,328.5
51,52,7,100,FALSE,31,34.5,27.5,310.5
52,53,2,100,FALSE,33,33.5,32,301.5
52,54,445,100,FALSE,476,35.5,253.5,319.5
51,55,2,100,FALSE,26,38.5,25,346.5
55,56,8,100,FALSE,34,37.5,30,337.5
55,57,17,100,FALSE,43,39.5,34.5,355.5
50,58,10,100,FALSE,32,30.5,27,274.5
58,59,296,100,FALSE,328,29.5,180,265.5
58,60,24,100,FALSE,56,31.5,44,283.5
44,61,37,100,FALSE,37,21.75,18.5,195.75
61,62,161,100,FALSE,198,22.5,117.5,202.5
43,63,394,100,FALSE,394,18.75,197,168.75
63,64,95,100,FALSE,489,19.5,441.5,175.5
42,65,23,100,FALSE,23,12.5625,11.5,113.0625
65,66,24,100,FALSE,47,10.5,35,94.5
66,67,454,100,FALSE,501,9.5,274,85.5
66,68,221,100,FALSE,268,11.5,157.5,103.5
65,69,3,100,FALSE,26,14.625,24.5,131.625
69,70,44,100,FALSE,70,13.5,48,121.5
69,71,10,100,FALSE,36,15.75,31,141.75
71,72,64,100,FALSE,100,16.5,68,148.5
41,73,19,100,FALSE,19,3.875,9.5,34.875
73,74,1,100,FALSE,20,1.875,19.5,16.875
74,75,11,100,FALSE,31,2.75,25.5,24.75
75,76,6,100,FALSE,37,3.5,34,31.5
73,77,35,100,FALSE,54,5.875,36.5,52.875
77,78,29,100,FALSE,83,6.75,68.5,60.75
78,79,904,100,FALSE,987,7.5,535,67.5
