parent,node,branch.length,label,isTip,x,y,branch,angle
37,1,2607,PD37590b_lo0010,TRUE,3480,27,2176.5,347.142857142857
37,2,2654,PD37590b_lo0074,TRUE,3527,28,2200,360
36,3,3005,PD37590b_lo0041,TRUE,3289,26,1786.5,334.285714285714
35,4,4329,PD37590b_lo0075,TRUE,4391,25,2226.5,321.428571428571
38,5,3906,PD37590b_lo0053,TRUE,3954,23,2001,295.714285714286
38,6,2841,PD37590b_lo0107,TRUE,2889,24,1468.5,308.571428571429
33,7,2619,PD37590b_lo0052,TRUE,2636,22,1326.5,282.857142857143
39,8,3325,PD37590b_lo0015,TRUE,3357,20,1694.5,257.142857142857
39,9,2810,PD37590b_lo0033,TRUE,2842,21,1437,270
41,10,2321,PD37590c_lo0025,TRUE,2370,18,1209.5,231.428571428571
41,11,2493,PD37590c_lo0040,TRUE,2542,19,1295.5,244.285714285714
40,12,3285,PD37590c_lo0032,TRUE,3328,17,1685.5,218.571428571429
43,13,2959,PD37590b_lo0018,TRUE,2988,15,1508.5,192.857142857143
43,14,3205,PD37590b_lo0051,TRUE,3234,16,1631.5,205.714285714286
42,15,2700,PD37590b_lo0092,TRUE,2726,14,1376,180
45,16,2499,PD37590b_lo0030,TRUE,2990,1,1740.5,12.8571428571429
47,17,2079,PD37590b_lo0058,TRUE,3120,3,2080.5,38.5714285714286
47,18,2012,PD37590c_lo0019,TRUE,3053,4,2047,51.4285714285714
46,19,2726,PD37590b_lo0090,TRUE,3463,2,2100,25.7142857142857
50,20,3798,PD37590b_lo0116,TRUE,3851,9,1952,115.714285714286
50,21,2669,PD37590c_lo0034,TRUE,2722,10,1387.5,128.571428571429
52,22,2563,PD37590b_lo0117,TRUE,2910,12,1628.5,154.285714285714
52,23,2934,PD37590c_lo0001,TRUE,3281,13,1814,167.142857142857
51,24,3145,PD37590c_lo0048,TRUE,3214,11,1641.5,141.428571428571
55,25,2330,PD37590c_lo0005,TRUE,2783,7,1618,90
55,26,2308,PD37590c_lo0009,TRUE,2761,8,1607,102.857142857143
54,27,2520,PD37590c_lo0021,TRUE,2547,6,1287,77.1428571428571
53,28,3322,PD37590d_lo0012,TRUE,3330,5,1669,64.2857142857143
29,29,0,,FALSE,0,11.177734375,0,143.713727678571
29,30,5,100,FALSE,5,17.29296875,2.5,222.338169642857
30,31,0,35,FALSE,5,19.8359375,5,255.033482142857
31,32,2,99,FALSE,7,21.921875,6,281.852678571429
32,33,10,100,FALSE,17,23.34375,12,300.133928571429
33,34,0,28,FALSE,17,24.6875,17,317.410714285714
34,35,45,100,FALSE,62,25.875,39.5,332.678571428571
35,36,222,100,FALSE,284,26.75,173,343.928571428571
36,37,589,100,FALSE,873,27.5,578.5,353.571428571429
34,38,31,100,FALSE,48,23.5,32.5,302.142857142857
32,39,25,100,FALSE,32,20.5,19.5,263.571428571429
31,40,38,100,FALSE,43,17.75,24,228.214285714286
40,41,6,100,FALSE,49,18.5,46,237.857142857143
30,42,21,100,FALSE,26,14.75,15.5,189.642857142857
42,43,3,100,FALSE,29,15.5,27.5,199.285714285714
29,44,6,100,FALSE,6,5.0625,3,65.0892857142857
44,45,485,100,FALSE,491,1.875,248.5,24.1071428571429
45,46,246,100,FALSE,737,2.75,614,35.3571428571429
46,47,304,100,FALSE,1041,3.5,889,45
44,48,0,33,FALSE,6,8.25,6,106.071428571429
48,49,35,100,FALSE,41,10.625,23.5,136.607142857143
49,50,12,100,FALSE,53,9.5,47,122.142857142857
49,51,28,100,FALSE,69,11.75,55,151.071428571429
51,52,278,100,FALSE,347,12.5,208,160.714285714286
48,53,2,99,FALSE,8,5.875,7,75.5357142857143
53,54,19,100,FALSE,27,6.75,17.5,86.7857142857143
54,55,426,100,FALSE,453,7.5,240,96.4285714285714
