parent,node,branch.length,label,isTip,x,y,branch,angle
13,1,1714,PD36814h2,TRUE,1746,4,889,180
13,2,1977,PD36814h4,TRUE,2009,5,1020.5,225
12,3,1962,PD37265h8,TRUE,1978,3,997,135
15,4,1475,PD37226g5,TRUE,1590,7,852.5,315
15,5,1982,PD37226g6,TRUE,2097,8,1106,360
14,6,2357,PD37226g7,TRUE,2400,6,1221.5,270
10,7,2081,PD37265h5,TRUE,2093,2,1052.5,90
9,8,1994,PD37265h6,TRUE,1994,1,997,45
9,9,0,,FALSE,0,2.3125,0,104.0625
9,10,12,54,FALSE,12,3.625,6,163.125
10,11,0,63,FALSE,12,5.25,12,236.25
11,12,4,100,FALSE,16,3.75,14,168.75
12,13,16,100,FALSE,32,4.5,24,202.5
11,14,31,100,FALSE,43,6.75,27.5,303.75
14,15,72,100,FALSE,115,7.5,79,337.5
