parent,node,branch.length,label,isTip,x,y,branch,angle
17,1,2832,PD37266b_lo0004,TRUE,2859,4,1443,110.769230769231
19,2,2362,PD37266b_lo0006,TRUE,2407,6,1226,166.153846153846
19,3,2289,PD37266b_lo0007,TRUE,2334,7,1189.5,193.846153846154
18,4,2857,PD37266b_lo0008,TRUE,2895,5,1466.5,138.461538461538
20,5,2633,PD37266b_lo0017,TRUE,2635,2,1318.5,55.3846153846154
20,6,3092,PD37266e_lo0008,TRUE,3094,3,1548,83.0769230769231
22,7,3330,PD37266b_lo0005,TRUE,3332,10,1667,276.923076923077
24,8,1316,PD37266d_lo0002,TRUE,1332,12,674,332.307692307692
24,9,1220,PD37266d_lo0012,TRUE,1236,13,626,360
23,10,1937,PD37266d_lo0014,TRUE,1953,11,984.5,304.615384615385
25,11,1699,PD37266b_lo0023,TRUE,1699,8,849.5,221.538461538462
25,12,973,PD37266e_lo0010,TRUE,973,9,486.5,249.230769230769
14,13,1975,PD37266d_lo0010,TRUE,1975,1,987.5,27.6923076923077
14,14,0,,FALSE,0,3.84375,0,106.442307692308
14,15,0,19,FALSE,0,6.6875,0,185.192307692308
15,16,2,45,FALSE,2,3.6875,1,102.115384615385
16,17,25,100,FALSE,27,4.875,14.5,135
17,18,11,100,FALSE,38,5.75,32.5,159.230769230769
18,19,7,100,FALSE,45,6.5,41.5,180
16,20,0,23,FALSE,2,2.5,2,69.2307692307692
15,21,0,10,FALSE,0,9.6875,0,268.269230769231
21,22,2,87,FALSE,2,10.875,1,301.153846153846
22,23,14,100,FALSE,16,11.75,9,325.384615384615
23,24,0,88,FALSE,16,12.5,16,346.153846153846
21,25,0,39,FALSE,0,8.5,0,235.384615384615
