parent,node,branch.length,label,isTip,x,y,branch,angle
14,1,2055,PD36813aa,TRUE,2096,3,1068.5,108
15,2,2596,PD36813aa11,TRUE,2686,4,1388,144
15,3,2089,PD36813aa2,TRUE,2179,5,1134.5,180
13,4,2544,PD36813aa12,TRUE,2580,2,1308,72
12,5,2036,PD36813p,TRUE,2041,1,1023,36
17,6,2355,PD36813aa16,TRUE,2363,6,1185.5,216
17,7,1931,PD36813aa7,TRUE,1939,7,973.5,252
19,8,2444,PD36813j,TRUE,2461,9,1239,324
19,9,2292,PD36813j3,TRUE,2309,10,1163,360
18,10,2316,PD36813j6,TRUE,2329,8,1171,288
11,11,0,,FALSE,0,4.78125,0,172.125
11,12,5,88,FALSE,5,1.9375,2.5,69.75
12,13,31,100,FALSE,36,2.875,20.5,103.5
13,14,5,100,FALSE,41,3.75,38.5,135
14,15,49,100,FALSE,90,4.5,65.5,162
11,16,2,33,FALSE,2,7.625,1,274.5
16,17,6,100,FALSE,8,6.5,5,234
16,18,11,100,FALSE,13,8.75,7.5,315
18,19,4,100,FALSE,17,9.5,15,342
