parent,node,branch.length,label,isTip,x,y,branch,angle
58,1,640,PD40734a_lo0017,TRUE,651,3,331,19.6363636363636
60,2,501,PD40734h_lo0021,TRUE,1190,4,939.5,26.1818181818182
60,3,478,PD40734h_lo0020,TRUE,1167,5,928,32.7272727272727
61,4,671,PD40734h_lo0015,TRUE,1284,6,948.5,39.2727272727273
61,5,711,PD40734h_lo0016,TRUE,1324,7,968.5,45.8181818181818
62,6,1062,PD40734d_lo0027,TRUE,1077,1,546,6.54545454545455
62,7,1368,PD40734d_lo0028,TRUE,1383,2,699,13.0909090909091
72,8,983,PD40734d_lo0005,TRUE,1007,46,515.5,301.090909090909
72,9,1150,PD40734d_lo0004,TRUE,1174,47,599,307.636363636364
73,10,480,PD40734i_lo0003,TRUE,1224,48,984,314.181818181818
73,11,550,PD40734i_lo0001,TRUE,1294,49,1019,320.727272727273
74,12,1280,PD40734i_lo0022,TRUE,1321,44,681,288
74,13,1316,PD40734i_lo0020,TRUE,1357,45,699,294.545454545455
77,14,808,PD40734a_lo0015,TRUE,1593,51,1189,333.818181818182
77,15,829,PD40734a_lo0013,TRUE,1614,52,1199.5,340.363636363636
76,16,2498,PD40734a_lo0014,TRUE,2697,50,1448,327.272727272727
78,17,1433,PD40734a_lo0026,TRUE,1740,53,1023.5,346.909090909091
79,18,787,PD40734a_lo0032,TRUE,2199,54,1805.5,353.454545454545
79,19,1051,PD40734a_lo0027,TRUE,2463,55,1937.5,360
80,20,1099,PD40734i_lo0007,TRUE,1157,42,607.5,274.909090909091
80,21,1233,PD40734i_lo0005,TRUE,1291,43,674.5,281.454545454545
81,22,1280,PD40734l_lo0020,TRUE,1310,40,670,261.818181818182
81,23,1445,PD40734l_lo0019,TRUE,1475,41,752.5,268.363636363636
83,24,1094,PD40734k_lo0002,TRUE,1139,36,592,235.636363636364
83,25,1172,PD40734k_lo0001,TRUE,1217,37,631,242.181818181818
84,26,289,PD40734p_lo0005,TRUE,1261,38,1116.5,248.727272727273
84,27,269,PD40734p_lo0004,TRUE,1241,39,1106.5,255.272727272727
65,28,1181,PD40734l_lo0011,TRUE,1181,35,590.5,229.090909090909
87,29,1255,PD40734k_lo0022,TRUE,1284,31,656.5,202.909090909091
87,30,1248,PD40734k_lo0021,TRUE,1277,32,653,209.454545454545
88,31,1250,PD40734l_lo0026,TRUE,1280,33,655,216
88,32,1383,PD40734l_lo0025,TRUE,1413,34,721.5,222.545454545455
89,33,1030,PD40734c_lo0013,TRUE,1264,29,749,189.818181818182
89,34,1334,PD40734c_lo0012,TRUE,1568,30,901,196.363636363636
94,35,837,PD40734p_lo0022,TRUE,1038,19,619.5,124.363636363636
94,36,846,PD40734p_lo0023,TRUE,1047,20,624,130.909090909091
98,37,1010,PD40734c_lo0004,TRUE,1039,25,534,163.636363636364
98,38,2317,PD40734c_lo0003,TRUE,2346,26,1187.5,170.181818181818
99,39,1144,PD40734c_lo0018,TRUE,1200,27,628,176.727272727273
99,40,1167,PD40734c_lo0001,TRUE,1223,28,639.5,183.272727272727
100,41,617,PD40734c_lo0005,TRUE,2065,23,1756.5,150.545454545455
100,42,682,PD40734c_lo0006,TRUE,2130,24,1789,157.090909090909
101,43,1056,PD40734d_lo0009,TRUE,1089,21,561,137.454545454545
101,44,1124,PD40734d_lo0008,TRUE,1157,22,595,144
102,45,1427,PD40734q_lo0003,TRUE,1458,16,744.5,104.727272727273
103,46,1587,PD40734q_lo0002,TRUE,1628,17,834.5,111.272727272727
103,47,1916,PD40734q_lo0004,TRUE,1957,18,999,117.818181818182
91,48,1072,PD40734p_lo0018,TRUE,1073,15,537,98.1818181818182
105,49,1015,PD40734q_lo0030,TRUE,1318,8,810.5,52.3636363636364
106,50,81,PD40734q_lo0027,TRUE,1790,9,1749.5,58.9090909090909
106,51,82,PD40734q_lo0028,TRUE,1791,10,1750,65.4545454545455
108,52,1494,PD40734p_lo0009,TRUE,2577,11,1830,72
108,53,1639,PD40734p_lo0011,TRUE,2722,12,1902.5,78.5454545454545
109,54,454,PD40734p_lo0006,TRUE,2690,13,2463,85.0909090909091
109,55,431,PD40734p_lo0007,TRUE,2667,14,2451.5,91.6363636363636
56,56,0,,FALSE,0,13.4775390625,0,88.2166193181818
56,57,0,15,FALSE,0,2.875,0,18.8181818181818
57,58,11,100,FALSE,11,4.25,5.5,27.8181818181818
58,59,26,100,FALSE,37,5.5,24,36
59,60,652,100,FALSE,689,4.5,363,29.4545454545455
59,61,576,100,FALSE,613,6.5,325,42.5454545454545
57,62,15,100,FALSE,15,1.5,7.5,9.81818181818182
56,63,0,8,FALSE,0,24.080078125,0,157.615056818182
63,64,0,3,FALSE,0,34.33203125,0,224.71875
64,65,0,14,FALSE,0,37.6640625,0,246.528409090909
65,66,4,97,FALSE,4,40.328125,2,263.965909090909
66,67,0,38,FALSE,4,43.15625,4,282.477272727273
67,68,2,99,FALSE,6,45.8125,5,299.863636363636
68,69,2,99,FALSE,8,49.125,7,321.545454545455
69,70,0,17,FALSE,8,46,8,301.090909090909
70,71,0,17,FALSE,8,47.5,8,310.909090909091
71,72,16,100,FALSE,24,46.5,16,304.363636363636
71,73,736,100,FALSE,744,48.5,376,317.454545454545
70,74,33,100,FALSE,41,44.5,24.5,291.272727272727
69,75,171,100,FALSE,179,52.25,93.5,342
75,76,20,100,FALSE,199,50.75,189,332.181818181818
76,77,586,100,FALSE,785,51.5,492,337.090909090909
75,78,128,100,FALSE,307,53.75,243,351.818181818182
78,79,1105,100,FALSE,1412,54.5,859.5,356.727272727273
68,80,52,100,FALSE,58,42.5,32,278.181818181818
67,81,26,100,FALSE,30,40.5,17,265.090909090909
66,82,2,97,FALSE,6,37.5,5,245.454545454545
82,83,39,100,FALSE,45,36.5,25.5,238.909090909091
82,84,966,100,FALSE,972,38.5,489,252
64,85,4,95,FALSE,4,31,2,202.909090909091
85,86,0,41,FALSE,4,32.5,4,212.727272727273
86,87,25,100,FALSE,29,31.5,16.5,206.181818181818
86,88,26,100,FALSE,30,33.5,17,219.272727272727
85,89,230,100,FALSE,234,29.5,119,193.090909090909
63,90,1,65,FALSE,1,13.828125,0.5,90.5113636363636
90,91,0,9,FALSE,1,17.03125,1,111.477272727273
91,92,0,14,FALSE,1,19.0625,1,124.772727272727
92,93,1,95,FALSE,2,21.375,1.5,139.909090909091
93,94,199,100,FALSE,201,19.5,101.5,127.636363636364
93,95,9,100,FALSE,11,23.25,6.5,152.181818181818
95,96,3,100,FALSE,14,25,12.5,163.636363636364
96,97,4,100,FALSE,18,26.5,16,173.454545454545
97,98,11,100,FALSE,29,25.5,23.5,166.909090909091
97,99,38,100,FALSE,56,27.5,37,180
96,100,1434,100,FALSE,1448,23.5,731,153.818181818182
95,101,22,100,FALSE,33,21.5,22,140.727272727273
92,102,30,100,FALSE,31,16.75,16,109.636363636364
102,103,10,100,FALSE,41,17.5,36,114.545454545455
90,104,0,17,FALSE,1,10.625,1,69.5454545454545
104,105,302,100,FALSE,303,8.75,152,57.2727272727273
105,106,1406,100,FALSE,1709,9.5,1006,62.1818181818182
104,107,505,100,FALSE,506,12.5,253.5,81.8181818181818
107,108,577,100,FALSE,1083,11.5,794.5,75.2727272727273
107,109,1730,100,FALSE,2236,13.5,1371,88.3636363636364
